userName,content,score,reviewCreatedVersion,at,Sentimen (Aurel),Sentimen (Ade),Sentimen (Eky),Sentimen Akhir,translated_content
Filza,Terimakasih sangat memudahkan untuk kami,5,4.3.0,2023-01-29 09:14:00,1.0,1.0,1.0,Positif,Terimakasih sangat memudahkan untuk kami
Rina Sugiarti,Sy kasih bintang 3 deh Semoga system Aplkasi lebih mudah lagi,3,4.3.0,2023-01-01 15:04:00,0.0,0.0,0.0,Netral,Sy kasih bintang 3 deh Semoga system Aplkasi lebih mudah lagi
jaenudin 305,Utk sementara sangat puas,5,4.3.0,2023-01-16 08:19:53,1.0,1.0,1.0,Positif,Utk sementara sangat puas
Edy Aini,Mantap dan sangat membantu,5,4.3.0,2023-01-04 16:53:18,1.0,1.0,1.0,Positif,Mantap dan sangat membantu
Deni Mustofa,Gak bisa daftar,1,4.3.0,2023-01-30 05:30:25,-1.0,-1.0,-1.0,Negatif,Gak bisa daftar
Nurman Saputra,Sangatt membantu apliaksinya,5,4.3.0,2023-01-23 10:36:11,1.0,1.0,1.0,Positif,Sangatt membantu apliaksinya
Reiski Setiyawan,captcha tidak muncul2,1,4.3.0,2023-01-10 02:54:44,-1.0,-1.0,-1.0,Negatif,captcha tidak muncul2
Alamin Hudi,Durasi pengirman verifikasi jngn bertele2 kelaman durasinya,5,4.3.0,2023-01-21 12:20:34,-1.0,-1.0,-1.0,Negatif,Durasi pengirman verifikasi jngn bertele2 kelaman durasinya
MHD DAVID SILABAN (Pak_LABAN),Semoga terus berkembang sampai selamanya..,5,4.3.0,2023-01-12 21:52:09,1.0,1.0,1.0,Positif,Semoga terus berkembang sampai selamanya..
Andrian Misbah,Sangat membantu dan bagus,5,4.3.0,2023-01-30 13:10:36,1.0,1.0,1.0,Positif,Sangat membantu dan bagus
Akhmad Nadhif,"Bagus, sangat membantu",5,4.3.0,2023-01-12 09:53:16,1.0,1.0,1.0,Positif,"Bagus, sangat membantu"
Rusin Albanteni,Baru di aktifkan apknya,4,4.3.0,2023-01-05 22:13:49,1.0,1.0,0.0,Positif,Baru di aktifkan apknya
Daniel Naibaho,Apk apan ini payah anjir cek jaringan terus cape tellor,1,4.3.0,2023-01-08 16:01:00,-1.0,-1.0,-1.0,Negatif,Apk apan ini payah anjir cek jaringan terus cape tellor
Irfan Muhammad,Masih perlu banyak improvement,1,4.3.0,2023-01-08 01:40:00,0.0,0.0,-1.0,Netral,Masih perlu banyak improvement
Indonesian Local Guide,Apk bagus kolaborasi dari bpjs kesehatan dan dinas kesehatan Republik Indonesia,5,4.3.0,2023-01-08 07:04:53,1.0,1.0,1.0,Positif,Apk bagus kolaborasi dari bpjs kesehatan dan dinas kesehatan Republik Indonesia
Syams Uddin,Bagus sekali. Sangat membantu.,5,4.3.0,2023-01-26 02:22:51,1.0,1.0,1.0,Positif,Bagus sekali. Sangat membantu.
Murina Ina,Lengkap dan mudah,5,4.3.0,2023-01-15 01:19:52,1.0,1.0,1.0,Positif,Lengkap dan mudah
Malian Edi,Semoga mobile JKN melayani peserta kesehatan dengan baik. Aamiin,5,4.3.0,2023-01-07 14:04:06,1.0,1.0,1.0,Positif,Semoga mobile JKN melayani peserta kesehatan dengan baik. Aamiin
Aira Putri,Bisa melakukan perubahan secara online,5,4.3.0,2023-01-25 09:29:54,1.0,1.0,1.0,Positif,Bisa melakukan perubahan secara online
Titania Agustin,"Oke, saya tunggu perubahan datanya.",4,4.3.0,2023-01-15 01:34:00,1.0,0.0,1.0,Positif,"Oke, saya tunggu perubahan datanya."
Rahmad Hidayat sahaja,"saya daftar , lalu JAM AKSESS TIDAK SESUAI apa maksud dari itu ??",1,4.3.0,2023-01-04 15:17:37,-1.0,-1.0,-1.0,Negatif,"saya daftar , lalu JAM AKSESS TIDAK SESUAI apa maksud dari itu ??"
Warsa Suherlan,Sangat membantu sekali terimakasih,5,4.3.0,2023-01-16 05:51:13,1.0,1.0,1.0,Positif,Sangat membantu sekali terimakasih
Cucu Nursalamah,App bagus sekali saiia kasih 🌟 5,5,4.3.0,2023-01-16 04:37:33,1.0,1.0,1.0,Positif,App bagus sekali saiia kasih 🌟 5
Abdul Hakim,"salah input anggota bpjs, yang d salahkan Rakyat nya",1,4.3.0,2023-01-16 04:20:08,-1.0,-1.0,-1.0,Negatif,"salah input anggota bpjs, yang d salahkan Rakyat nya"
Andhin Niac,"KENAPA DATA NIK SAYA ATAS NAMA ORANG LAIN YAH ?? SAYA SUDAH TANYAKAN KE DUKCAPIL ATAU DINAS TERKAIT BAHWASANYA ITU MEMANG BENAR NIK SAYA, TAPI DI JKN MALAH ATAS NAMA ORANG LAIN. TOLONG DIBANTU",2,4.3.0,2023-01-30 04:57:39,-1.0,-1.0,-1.0,Negatif,"KENAPA DATA NIK SAYA ATAS NAMA ORANG LAIN YAH ?? SAYA SUDAH TANYAKAN KE DUKCAPIL ATAU DINAS TERKAIT BAHWASANYA ITU MEMANG BENAR NIK SAYA, TAPI DI JKN MALAH ATAS NAMA ORANG LAIN. TOLONG DIBANTU"
Arief Demas,Tingkatkan pelayan yg terbaik...respon baikk,5,4.3.0,2023-01-14 15:26:17,1.0,1.0,1.0,Positif,Tingkatkan pelayan yg terbaik...respon baikk
Rita Rita,"Aplikasi baik,sangat membantu",5,4.3.0,2023-01-28 07:24:23,1.0,1.0,1.0,Positif,"Aplikasi baik,sangat membantu"
Fuad Nur,Apk nya keren. Sy kasih bintang 5 yah.,5,4.3.0,2023-01-30 06:27:10,1.0,1.0,1.0,Positif,Apk nya keren. Sy kasih bintang 5 yah.
Suhar di,Sangat memudahkan masyarakat dalam mendapatkan pelayanan bpjs di manapun berada,5,4.3.0,2023-01-26 23:59:33,1.0,1.0,1.0,Positif,Sangat memudahkan masyarakat dalam mendapatkan pelayanan bpjs di manapun berada
Angga Saputra,Mempermudah dalam penggunaan,5,4.3.0,2023-01-27 04:53:25,1.0,1.0,1.0,Positif,Mempermudah dalam penggunaan
Reza Aditya,Saya peserta baru belum punya kartu mau nanya pasword jkn mobail itu berapa,2,4.3.0,2023-01-12 02:12:56,1.0,1.0,0.0,Positif,Saya peserta baru belum punya kartu mau nanya pasword jkn mobail itu berapa
Yuli Akbari,ANEH . DULU AJA BISA VIA WA CHIKA UDAH BETUL² ISI TGL LAHIR MASIH AJA DI SALAHKAN. MAULU AKU LAHIR TAHUN KAPAN HAAAA,1,4.3.0,2023-01-04 07:05:19,-1.0,-1.0,-1.0,Negatif,ANEH . DULU AJA BISA VIA WA CHIKA UDAH BETUL² ISI TGL LAHIR MASIH AJA DI SALAHKAN. MAULU AKU LAHIR TAHUN KAPAN HAAAA
Dewinda Fitri,Mudah bgt aplikasi saat ini gak ribet,5,4.3.0,2023-01-12 18:31:09,1.0,1.0,1.0,Positif,Mudah bgt aplikasi saat ini gak ribet
Rosa Damayanti,Sangat membantu dengan adanya aplikasi ini,5,4.3.0,2023-01-07 02:51:13,1.0,1.0,1.0,Positif,Sangat membantu dengan adanya aplikasi ini
Janah Moe,Lebih praktis gak pake antri,5,4.3.0,2023-01-12 03:30:42,1.0,1.0,1.0,Positif,Lebih praktis gak pake antri
Dhie Adyatama,Terimakasih sudah dipermudah,5,4.3.0,2023-01-05 00:57:28,1.0,1.0,1.0,Positif,Terimakasih sudah dipermudah
Tedi Nazmudin,Apl nya sangt bagus skali saya suka,5,4.3.0,2023-01-04 13:23:01,1.0,1.0,1.0,Positif,Apl nya sangt bagus skali saya suka
RONY G,Mudah Dn tidak ribet merubah data nomisili,5,4.3.0,2023-01-27 14:00:06,1.0,1.0,1.0,Positif,Mudah Dn tidak ribet merubah data nomisili
Udin Hasanudin,Mantaf. Sangat berfaedah sekali,5,4.3.0,2023-01-16 07:41:14,1.0,1.0,1.0,Positif,Mantaf. Sangat berfaedah sekali
Sulistyo Hartanto,lebih baik dari zebelumnya,5,4.3.0,2023-01-20 14:55:34,1.0,1.0,1.0,Positif,lebih baik dari zebelumnya
Diky Wahyudin,Bagus aplikasi nya memudahkan,5,4.3.0,2023-01-30 08:36:58,1.0,1.0,1.0,Positif,Bagus aplikasi nya memudahkan
arfan arfan,"bertahun tahun iyuran pas di cek ternyata nama orang lain,,,,",1,4.3.0,2023-01-06 01:23:00,-1.0,-1.0,-1.0,Negatif,"bertahun tahun iyuran pas di cek ternyata nama orang lain,,,,"
alena meilana,Pemilihan autodebet ngga ada BNI padahal saya daftar offline pakenya BNI giamna ini,1,4.3.0,2023-01-06 05:27:35,-1.0,-1.0,-1.0,Negatif,Pemilihan autodebet ngga ada BNI padahal saya daftar offline pakenya BNI giamna ini
tatang s manap,Perubahn data cepet lewat HP ga harus kekantor bpjs kesehatan mantep,5,4.3.0,2023-01-07 17:25:46,1.0,1.0,1.0,Positif,Perubahn data cepet lewat HP ga harus kekantor bpjs kesehatan mantep
supraX 125,sangat membantu..100% mantap,5,4.3.0,2023-01-01 10:10:00,1.0,1.0,1.0,Positif,sangat membantu..100% mantap
LITERASI DIGITAL,"Terus berkembang, mantap",5,4.3.0,2023-01-06 09:18:46,1.0,1.0,1.0,Positif,"Terus berkembang, mantap"
Deti Nuratiyah,Sangat memudahkan segala hal,5,4.3.0,2023-01-05 23:54:40,1.0,1.0,1.0,Positif,Sangat memudahkan segala hal
deri kurniawan,Tidak perlu repot urus2 ke kantor bpjs,4,4.3.0,2023-01-26 06:49:14,1.0,1.0,1.0,Positif,Tidak perlu repot urus2 ke kantor bpjs
Ichwan Winanda,Knapa dr kemaren saya ga bisa ganti tgl kunjungan rujukan?,2,4.3.0,2023-01-12 01:18:50,-1.0,-1.0,-1.0,Negatif,Knapa dr kemaren saya ga bisa ganti tgl kunjungan rujukan?
Yusup farcry,Saya kasih bintang 5 karna selama ini tidak ada kendala,5,4.3.0,2023-01-21 15:31:27,1.0,1.0,1.0,Positif,Saya kasih bintang 5 karna selama ini tidak ada kendala
Aprilia Kalengkongan,aplikasi Sangat membantu,5,4.3.0,2023-01-24 04:13:42,1.0,1.0,1.0,Positif,aplikasi Sangat membantu
Pakde Guh,kenapa tidak bisa pindah faskes,1,4.3.0,2023-01-24 01:58:22,-1.0,-1.0,-1.0,Negatif,kenapa tidak bisa pindah faskes
Markus Wabang,Cukup puas & sangat membantu saya. Terima kasih admin BPJS,4,4.3.0,2023-01-23 09:28:45,1.0,1.0,1.0,Positif,Cukup puas & sangat membantu saya. Terima kasih admin BPJS
Denis Pratama,Sangat bagus dan membantu,5,4.3.0,2023-01-16 04:18:03,1.0,1.0,1.0,Positif,Sangat bagus dan membantu
Kiky Pratistya,"Saya masih pengguna baru, masih belajar buat menggunakannya.",5,4.3.0,2023-01-27 09:51:14,1.0,0.0,0.0,Netral,"Saya masih pengguna baru, masih belajar buat menggunakannya."
Sakti Anggadha,Jelek banget mau masuk buat akun aja di persulit,1,4.3.0,2023-01-27 12:27:53,-1.0,-1.0,-1.0,Negatif,Jelek banget mau masuk buat akun aja di persulit
Alfa 98,Top banget sangat membantu sekali,5,4.3.0,2023-01-14 07:00:48,1.0,1.0,1.0,Positif,Top banget sangat membantu sekali
Nur Asyiya Ramadhani,Aplikasi berjalan dengan baik,5,4.3.0,2023-01-20 23:24:11,1.0,1.0,1.0,Positif,Aplikasi berjalan dengan baik
andi saputra,Mudah2 tidak sulit,5,4.3.0,2023-01-13 13:52:30,1.0,0.0,0.0,Netral,Mudah2 tidak sulit
Keisyha Almira Ardiansyah,Sangat baik dan sangat membantu,5,4.3.0,2023-01-13 10:21:26,1.0,1.0,1.0,Positif,Sangat baik dan sangat membantu
Adhitiya Harputra,"Sangat membantu ,👍",5,4.3.0,2023-01-16 06:49:18,1.0,1.0,1.0,Positif,"Sangat membantu ,👍"
Tanda Supriadi,Pelayanan yg sangat bagus,5,4.3.0,2023-01-20 15:03:06,1.0,1.0,1.0,Positif,Pelayanan yg sangat bagus
M Rifail,Mantap sangat membantu,5,4.3.0,2023-01-01 04:38:00,1.0,1.0,1.0,Positif,Mantap sangat membantu
Evan Ismael (E L),Mantap sangat membantu,5,4.3.0,2023-01-26 01:10:00,1.0,1.0,1.0,Positif,Mantap sangat membantu
Ingrid Chrisna,Mobile Jkn sangat membantu,5,4.3.0,2023-01-27 23:07:36,1.0,1.0,1.0,Positif,Mobile Jkn sangat membantu
Lisma Wati,Lebih mudah di gunakan,5,4.3.0,2023-01-06 07:32:25,1.0,1.0,1.0,Positif,Lebih mudah di gunakan
Nur 'afifah,Tingkatkan lagi pelayanan..,5,4.3.0,2023-01-12 16:24:46,0.0,0.0,1.0,Netral,Tingkatkan lagi pelayanan..
Alvin Ramadani,Good Tidak bisa membayar satu orang saja,1,4.3.0,2023-01-13 07:17:11,0.0,-1.0,-1.0,Negatif,Good Tidak bisa membayar satu orang saja
sunan junda,Bermanfaat dan mudah,5,4.3.0,2023-01-08 09:20:32,1.0,1.0,1.0,Positif,Bermanfaat dan mudah
Ratih Iga Lestari,Semakin lebih baik aplikasinya,5,4.3.0,2023-01-01 04:08:00,1.0,1.0,1.0,Positif,Semakin lebih baik aplikasinya
Pade YSunandar,Bagus sekali sangat membantu,5,4.3.0,2023-01-26 04:31:39,1.0,1.0,1.0,Positif,Bagus sekali sangat membantu
sasya nabhaan,Bagus banget memudahkan,5,4.3.0,2023-01-09 08:07:20,1.0,1.0,1.0,Positif,Bagus banget memudahkan
Sabda Fasiha,permintaan anda belum dapat diproses.. gitu aja terus sampe kiamat..,1,4.3.0,2023-01-10 02:38:18,-1.0,-1.0,-1.0,Negatif,permintaan anda belum dapat diproses.. gitu aja terus sampe kiamat..
Rompak Rampak,Buat apa verifikasi nomer pake pulsa segala,5,4.3.0,2023-01-12 12:16:02,-1.0,-1.0,-1.0,Negatif,Buat apa verifikasi nomer pake pulsa segala
Nur Din,Untuk sementara baik baik saja,3,4.3.0,2023-01-13 23:07:31,1.0,1.0,1.0,Positif,Untuk sementara baik baik saja
Aa Ambari,Mantap sangat membantu,5,4.3.0,2023-01-30 08:30:17,1.0,1.0,1.0,Positif,Mantap sangat membantu
Syafaat Rambe (Rambe dinamo),Sangat membantu terima kasih m jkn,5,4.3.0,2023-01-25 07:46:44,1.0,1.0,1.0,Positif,Sangat membantu terima kasih m jkn
ary ndutz,Mau daftar susah banget,1,4.3.0,2023-01-06 13:25:26,-1.0,-1.0,-1.0,Negatif,Mau daftar susah banget
Dahlia Gani,Tolong sediakan bayar tagihan via BNI...,4,4.3.0,2023-01-29 03:47:28,0.0,0.0,0.0,Netral,Tolong sediakan bayar tagihan via BNI...
Ipong Susilo,Mudah melakukan paskes dengan Mobile JKN,5,4.3.0,2023-01-26 12:16:38,1.0,1.0,1.0,Positif,Mudah melakukan paskes dengan Mobile JKN
Nur Khotimah,sangat berguna banget apk JKN ini,5,4.3.0,2023-01-13 08:28:08,1.0,1.0,1.0,Positif,sangat berguna banget apk JKN ini
Arie Yuanda,Terima kasi jadi lebih mudah,5,4.3.0,2023-01-21 04:47:18,1.0,1.0,1.0,Positif,Terima kasi jadi lebih mudah
Lizar Risiandi,Terimakasih.jkn sangat membantu saya dan keluarga,5,4.3.0,2023-01-24 15:45:59,1.0,1.0,1.0,Positif,Terimakasih.jkn sangat membantu saya dan keluarga
martin bone,"mau daftar akun aj gg bisa,,hufff gg guna",1,4.3.0,2023-01-20 17:10:45,-1.0,-1.0,-1.0,Negatif,"mau daftar akun aj gg bisa,,hufff gg guna"
Alfarado Putra,Aplikasi payah harus terisi pulsa,4,4.3.0,2023-01-15 04:13:18,-1.0,-1.0,-1.0,Negatif,Aplikasi payah harus terisi pulsa
orox lembur,Saya udh bayar tgl 6 knp data d JKN nya menghilang,1,4.3.0,2023-01-09 17:56:11,-1.0,-1.0,-1.0,Negatif,Saya udh bayar tgl 6 knp data d JKN nya menghilang
Akang Zacky,"Ribet banget, jam operasional dibatasi",1,4.3.0,2023-01-12 22:28:50,-1.0,-1.0,-1.0,Negatif,"Ribet banget, jam operasional dibatasi"
Qaishar Hariri,Di tingkatkan lagi aja pelayanan,4,4.3.0,2023-01-04 02:48:56,0.0,0.0,1.0,Netral,Di tingkatkan lagi aja pelayanan
Toni Masluki,Sangat bagus dan membantu,4,4.3.0,2023-01-13 01:40:12,1.0,1.0,1.0,Positif,Sangat bagus dan membantu
Alfat prtama Alfat,Sangat membantu ini aplikasi,5,4.3.0,2023-01-15 01:37:00,1.0,1.0,1.0,Positif,Sangat membantu ini aplikasi
Juliana Hasan,Makin naik versi makin ribet,1,4.3.0,2023-01-24 23:14:05,-1.0,-1.0,-1.0,Negatif,Makin naik versi makin ribet
Verista Adit,Pelayanannya terbaik,5,4.3.0,2023-01-16 06:02:15,1.0,1.0,1.0,Positif,Pelayanannya terbaik
Trisna Wati,"Sangat terbantu sekali,",5,4.3.0,2023-01-25 05:48:40,1.0,1.0,1.0,Positif,"Sangat terbantu sekali,"
Maulida Lisa,Maaf kak....kok saya mu memperbarui faskes gk bisa knp ya,5,4.3.0,2023-01-25 04:18:19,-1.0,-1.0,0.0,Negatif,Maaf kak....kok saya mu memperbarui faskes gk bisa knp ya
Tati Oktapiani,Pelayanannya gercep petugas dan satpam ramah*Joss pertahankan.,4,4.3.0,2023-01-24 02:08:33,1.0,1.0,1.0,Positif,Pelayanannya gercep petugas dan satpam ramah*Joss pertahankan.
The Mang Taufik,Apk nya cukup bagus.,5,4.3.0,2023-01-12 05:52:00,1.0,1.0,1.0,Positif,Apk nya cukup bagus.
Derry Firdaus,Sangat membantu.. terimakasih,5,4.3.0,2023-01-27 10:18:27,1.0,1.0,1.0,Positif,Sangat membantu.. terimakasih
Supeno,"Mantap jiwa semua nya, BPJS memang the best.",5,4.3.0,2023-01-22 16:53:04,1.0,1.0,1.0,Positif,"Mantap jiwa semua nya, BPJS memang the best."
Syifa Qila,Sangat bagus dan bermanfaat,5,4.3.0,2023-01-23 00:57:42,1.0,1.0,1.0,Positif,Sangat bagus dan bermanfaat
nuning nu'man,"Keren, rubah faskes dg 1 kali klik",5,4.3.0,2023-01-24 13:48:57,1.0,1.0,1.0,Positif,"Keren, rubah faskes dg 1 kali klik"
Ramli Khan,Apakah anggota keluarga otomatis masuk peserta JKN KIS.? Karena saya mau daftarkan anggota keluargaku.,4,4.3.0,2023-01-27 01:37:31,0.0,0.0,0.0,Netral,Apakah anggota keluarga otomatis masuk peserta JKN KIS.? Karena saya mau daftarkan anggota keluargaku.
Tommy Gunawan,Pelayanan BPJS parah. Ga ada urusannya si kesini berhubung gw ga seneng sama BPJS bomat dah,1,4.3.0,2023-01-29 17:01:00,-1.0,-1.0,-1.0,Negatif,Pelayanan BPJS parah. Ga ada urusannya si kesini berhubung gw ga seneng sama BPJS bomat dah
Prasetyo Laksono,mantap sangat membantu,5,4.3.0,2023-01-24 03:26:03,1.0,1.0,1.0,Positif,mantap sangat membantu
ria dama,Mudah dan dapat dipertanggung jawabkan,5,4.3.0,2023-01-14 01:05:00,1.0,1.0,1.0,Positif,Mudah dan dapat dipertanggung jawabkan
Wahyu Nugroho,"Ketika mau tambah peserta kenapa no KK tidak d temukan,pdhl udh bener",1,4.3.0,2023-01-24 01:09:32,-1.0,-1.0,-1.0,Negatif,"Ketika mau tambah peserta kenapa no KK tidak d temukan,pdhl udh bener"
Erna Riani,Masa mau masuk capcanya ga keluar2,1,4.3.0,2023-01-10 02:36:55,-1.0,-1.0,-1.0,Negatif,Masa mau masuk capcanya ga keluar2
aya yuswani,"Semoga menjadi lebih baik lagi, terima kasih sudah banyak membantu",5,4.3.0,2023-01-28 16:08:56,1.0,1.0,1.0,Positif,"Semoga menjadi lebih baik lagi, terima kasih sudah banyak membantu"
eskabayu aji,Gimana cara mendapatkan PIN..padahal sudah terdaftar,4,4.3.0,2023-01-09 05:49:06,0.0,0.0,0.0,Netral,Gimana cara mendapatkan PIN..padahal sudah terdaftar
Liaman Chandra,"Mantap, sangat baik",5,4.3.0,2023-01-24 04:01:36,1.0,1.0,1.0,Positif,"Mantap, sangat baik"
Safana Queen official,Memuaskan!!! Sekali suka bgt dgn JKN,5,4.3.0,2023-01-23 13:43:20,1.0,1.0,1.0,Positif,Memuaskan!!! Sekali suka bgt dgn JKN
agus san,Lumayan lah buat sakit2 ringan,5,4.3.0,2023-01-06 06:45:55,1.0,1.0,1.0,Positif,Lumayan lah buat sakit2 ringan
Zamas Zamas,Mengalami kendala login sampe 3 kali,1,4.3.0,2023-01-03 23:59:47,-1.0,-1.0,-1.0,Negatif,Mengalami kendala login sampe 3 kali
Nanok Sudarmanto,Kenapa jadi ribet?? Harusnya jadimudah,1,4.3.0,2023-01-01 04:56:00,-1.0,-1.0,-1.0,Negatif,Kenapa jadi ribet?? Harusnya jadimudah
JHONY GEA,Sangat membantu masyarakat,5,4.3.0,2023-01-24 10:10:41,1.0,1.0,1.0,Positif,Sangat membantu masyarakat
Fahrul Roji,Bagus Saling membantu bergotong royong,5,4.3.0,2023-01-28 03:12:17,1.0,1.0,1.0,Positif,Bagus Saling membantu bergotong royong
Erwin Ardiansyah,Cukup membantu dalam pelayanan BPJS kesehatan,5,4.3.0,2023-01-30 07:05:20,1.0,1.0,1.0,Positif,Cukup membantu dalam pelayanan BPJS kesehatan
Rizki Apriady,Mudah tanpa harus kekantor,4,4.3.0,2023-01-30 06:36:24,1.0,1.0,1.0,Positif,Mudah tanpa harus kekantor
Asri Daeng,Sangat membantu sekali bagi pengguna BPJS 👍👍👍👍,5,4.3.0,2023-01-28 23:29:56,1.0,1.0,1.0,Positif,Sangat membantu sekali bagi pengguna BPJS 👍👍👍👍
Binsan P,Terimakasih mobile jkn.sangat membantu,5,4.3.0,2023-01-23 06:51:19,1.0,1.0,1.0,Positif,Terimakasih mobile jkn.sangat membantu
Hendrik B. M. Siburian,Sangat Memudahkan Pengguna,5,4.3.0,2023-01-27 15:04:42,1.0,1.0,1.0,Positif,Sangat Memudahkan Pengguna
Since Debita Sanam,Sangat membantu s3kali,5,4.3.0,2023-01-30 01:39:02,1.0,1.0,1.0,Positif,Sangat membantu s3kali
Pika Pika Pudding and Pana Cotta,Mudah Mudah Bisa Tercover,5,4.3.0,2023-01-22 16:05:23,1.0,0.0,0.0,Netral,Mudah Mudah Bisa Tercover
Nur hilaliyah,Ga bisa maukin no rekening!!!.gagal trus,1,4.3.0,2023-01-05 05:28:14,-1.0,-1.0,0.0,Negatif,Ga bisa maukin no rekening!!!.gagal trus
Nasrudin Rudy,saya sangat puas pelayanan nya,5,4.3.0,2023-01-28 06:29:18,1.0,1.0,1.0,Positif,saya sangat puas pelayanan nya
Muhammad Azis,Update mulu bosen payah,1,4.3.0,2023-01-12 00:08:52,-1.0,-1.0,-1.0,Negatif,Update mulu bosen payah
Tri Evian,Nice..pengoperasian mudah,5,4.3.0,2023-01-06 02:15:40,1.0,1.0,1.0,Positif,Nice..pengoperasian mudah
Landung otomotif,JKN ga bisa di instal,5,4.3.0,2023-01-13 04:00:08,-1.0,-1.0,-1.0,Negatif,JKN ga bisa di instal
Abdillah 66,"Kenapa verifikasi pke pulsa segala,,",1,4.3.0,2023-01-28 04:14:14,-1.0,-1.0,-1.0,Negatif,"Kenapa verifikasi pke pulsa segala,,"
Rizqi Schwicht,Daftar PBI masih aja bayar trus,1,4.3.0,2023-01-01 04:10:00,-1.0,0.0,-1.0,Negatif,Daftar PBI masih aja bayar trus
Yuna hijabber,Terimakasih atas pelayanan kepada kami masyarakat kecil,5,4.3.0,2023-01-16 08:18:40,1.0,1.0,1.0,Positif,Terimakasih atas pelayanan kepada kami masyarakat kecil
Dedi Haryadi,Semoga bermanfaat untuk semua rakyat Indonesia,5,4.3.0,2023-01-09 06:30:20,1.0,1.0,1.0,Positif,Semoga bermanfaat untuk semua rakyat Indonesia
Nina zulianty,👍mdh cara aplikasinya sngt membantu,5,4.3.0,2023-01-21 00:02:25,1.0,1.0,1.0,Positif,👍mdh cara aplikasinya sngt membantu
Jaki Rijaludin,"Bagus , membantu,",5,4.3.0,2023-01-26 04:35:00,1.0,1.0,1.0,Positif,"Bagus , membantu,"
DONI DERMAWAN,Aplikasinya sangat bagus,5,4.3.0,2023-01-13 04:04:37,1.0,1.0,1.0,Positif,Aplikasinya sangat bagus
Cecep Achmad,"Aplikasi bagus , membantu",5,4.3.0,2023-01-24 01:02:47,1.0,1.0,1.0,Positif,"Aplikasi bagus , membantu"
Juse Panli,Bagus dan bermanfaat,5,4.3.0,2023-01-30 02:29:48,1.0,1.0,1.0,Positif,Bagus dan bermanfaat
triez channel,Memudahkan peserta BPJS KESEHATAN untuk mengakses fasilitas kesehatan.,5,4.3.0,2023-01-06 14:31:10,1.0,1.0,1.0,Positif,Memudahkan peserta BPJS KESEHATAN untuk mengakses fasilitas kesehatan.
Lilies Rusmiati,"Sangat membantu ,,",5,4.3.0,2023-01-06 17:46:31,1.0,1.0,1.0,Positif,"Sangat membantu ,,"
david syamsuri,mantap nih aplikasi ini.,5,4.3.0,2023-01-09 04:01:00,1.0,1.0,1.0,Positif,mantap nih aplikasi ini.
Wawan Imawan,Bisa berobat sesuai yg di inginkan,5,4.3.0,2023-01-26 01:43:05,1.0,1.0,1.0,Positif,Bisa berobat sesuai yg di inginkan
Nurul Rahimin,"Lanjutkan, sangat sangat membantu",5,4.3.0,2023-01-09 01:36:00,1.0,1.0,1.0,Positif,"Lanjutkan, sangat sangat membantu"
Ade Mpuss,Sangat membantu sekali,5,4.3.0,2023-01-28 12:21:22,1.0,1.0,1.0,Positif,Sangat membantu sekali
Purnama Sidi,Sangat membantu sekali,5,4.3.0,2023-01-04 04:37:45,1.0,1.0,1.0,Positif,Sangat membantu sekali
lee nimli,Tampilan bagus,5,4.3.0,2023-01-08 01:36:45,1.0,1.0,1.0,Positif,Tampilan bagus
Ador Aja,Sangat2 bermanfaat buat masyarakat,5,4.3.0,2023-01-28 13:13:52,1.0,1.0,1.0,Positif,Sangat2 bermanfaat buat masyarakat
faried rijal,Pelayanan memuaskan,5,4.3.0,2023-01-07 01:57:00,1.0,1.0,1.0,Positif,Pelayanan memuaskan
Albi Aqmal,sangat sangat membantu,5,4.3.0,2023-01-30 06:33:09,1.0,1.0,1.0,Positif,sangat sangat membantu
Indah Hati,Tingkatkan kwalitas aplikasi,3,4.3.0,2023-01-13 22:41:16,0.0,0.0,-1.0,Netral,Tingkatkan kwalitas aplikasi
Alfonsus Petrus Klau,Aplikasi yang sangat membantu,5,4.3.0,2023-01-20 16:09:29,1.0,1.0,1.0,Positif,Aplikasi yang sangat membantu
dahniar suling,Memudahkan dalam mengakses pelayanan bpjs,4,4.3.0,2023-01-28 00:21:22,1.0,1.0,1.0,Positif,Memudahkan dalam mengakses pelayanan bpjs
Smoky,Min kenapa gk bisa login pakek nik?,1,4.3.0,2023-01-26 08:17:05,-1.0,0.0,-1.0,Negatif,Min kenapa gk bisa login pakek nik?
jun wahyu,Nik kosong / format Nik tidak sesuai,1,4.3.0,2023-01-15 12:50:31,-1.0,-1.0,-1.0,Negatif,Nik kosong / format Nik tidak sesuai
Hedhy Kurniawan,Sangat membantu sekali,5,4.3.0,2023-01-25 04:22:33,1.0,1.0,1.0,Positif,Sangat membantu sekali
Wendi Febrian,snagat baik dan bagus,5,4.3.0,2023-01-09 01:06:00,1.0,1.0,1.0,Positif,snagat baik dan bagus
budi hartawan,Sangat membantu sekali,5,4.3.0,2023-01-14 09:57:36,1.0,1.0,1.0,Positif,Sangat membantu sekali
Raisya Raisya,Aplikasi yang sangat membantu,5,4.3.0,2023-01-16 13:21:47,1.0,1.0,1.0,Positif,Aplikasi yang sangat membantu
Fahrul Gunawan,"Pelayanan jelek, lama!",1,4.3.0,2023-01-13 01:25:00,-1.0,-1.0,-1.0,Negatif,"Pelayanan jelek, lama!"
